time_stamp,encoder_value
382,39.20148761
383,40.97789518
384,43.19182483
385,43.00554256
386,44.48051322
387,46.05701529
388,47.13636424
389,50.68214722
390,51.25881628
391,54.14560012
392,55.20437618
393,54.63401554
394,57.59069451
395,59.38667054
396,59.21793182
397,62.44004412
398,62.34344349
399,63.4964757
400,65.44519133
401,68.28221324
402,68.48805687
403,70.66915396
404,71.21361967
405,73.36291408
406,73.97809608
407,73.96982373
408,77.20699863
409,76.65621087
410,79.58254284
411,80.11097058
412,79.26663772
413,80.36983738
414,81.84606541
415,83.8068018
416,85.49668019
417,84.84140724
418,87.25149628
419,86.04379409
420,89.04664176
421,88.28274805
422,89.65443697
423,89.59296496
424,92.11131198
425,92.82044779
426,93.14877185
427,93.9204526
428,95.4488909
429,94.65863233
430,96.70449161
431,96.32779501
432,97.07272543
433,95.91167324
434,97.19559175
435,97.67185225
436,97.72025229
437,99.71995347
438,100.8059322
439,100.3766215
440,99.2447464
441,99.67099935
442,99.26480786
443,100.6552492
444,102.2112162
445,102.3012166
446,101.9215991
447,100.9103496
448,100.7072792
449,101.550148
450,101.3202396
451,100.1742915
452,101.7030936
453,100.479599
454,101.6793515
455,100.1884246
456,101.2114144
457,100.3541606
458,99.52277178
459,101.3012657
460,99.00958349
461,98.3075831
462,100.6378051
463,98.79047409
464,99.78975647
465,99.29114
466,98.5649085
467,97.4819987
468,96.3019116
469,96.81554663
470,95.94263096
471,95.65208389
472,94.3461769
473,93.15718004
474,94.24549587
475,91.1538764
476,92.35675503
477,90.20227601
478,88.76013382
479,88.5101798
480,88.79921753
481,87.94945787
482,85.04633935
483,84.35745865
484,85.67618205
485,82.88138387
486,81.62484264
487,80.11349811
488,79.1033783
489,78.95047612
490,78.2224547
491,78.07218064
492,76.17885135
493,74.80162716
494,73.58786118
495,72.30364492
496,71.22254208
497,70.07645837
498,68.6677082
499,65.75664808
500,64.91172794
501,65.2091335
502,61.80273921
503,60.82225619
504,58.87979887
505,59.03291266
506,56.5676117
507,55.32404326
508,54.98158508
509,53.76955874
510,52.93563651
511,50.44978307
512,48.65794661
513,45.57039106
514,44.60105271
515,43.53317384
516,42.6555756
517,39.71820839
518,37.5365662
519,38.8314392
520,34.77495573
521,33.88348413
522,31.20274893
523,29.52570503
524,30.33016429
525,26.45616715
526,25.25851111
527,23.0958556
528,21.60869521
529,21.94609883
530,20.14822802
531,16.99012663
532,15.81772389
533,12.76048988
534,11.56121828
535,9.121999513
536,9.795225656
537,7.326077287
538,4.473139296
539,3.183013194
540,0.1501038461
541,0.5265136525
542,-0.7135182019
543,-4.94008266
544,-5.525026859
545,-8.227780783
546,-8.511287457
547,-10.21185745
548,-12.15151166
549,-13.28964228
550,-16.75826792
551,-17.53912925
552,-19.98889983
553,-20.38322346
554,-22.59481825
555,-23.65595869
556,-24.64113925
557,-29.11031927
558,-28.32125026
559,-29.87756527
560,-31.74560449
561,-34.21350876
562,-36.1750046
563,-36.27947112
564,-39.89760117
565,-40.38923338
566,-42.69567308
567,-44.49587005
568,-46.82099612
569,-48.0347528
570,-49.88236579
571,-49.12516889
572,-50.6598808
573,-53.55998929
574,-53.79030269
575,-54.68083936
576,-56.5366841
577,-59.79859246
578,-61.56214294
579,-61.13216643
580,-63.19890729
581,-62.6121255
582,-65.14444804
583,-67.34217496
584,-66.65966284
585,-67.99709642
586,-71.10080842
587,-73.12895911
588,-73.22645538
589,-72.87662528
590,-76.00054322
591,-75.25183735
592,-77.20815268
593,-77.28686187
594,-80.83552019
595,-81.35519891
596,-81.89185017
597,-81.85283558
598,-84.79752143
599,-82.79060479
600,-85.08934298
601,-85.28924246
602,-85.53471579
603,-86.28164993
604,-88.66717464
605,-89.15874228
606,-88.69818101
607,-90.59629012
608,-90.99474137
609,-92.27366056
610,-93.18805164
611,-93.74778156
612,-93.17168811
613,-92.93656036
614,-96.01375159
615,-93.75807673
616,-94.22884019
617,-96.68096789
618,-97.09390256
619,-96.68646532
620,-98.23617234
621,-98.29560892
622,-98.63888349
623,-96.45144525
624,-97.39682513
625,-98.69382984
626,-98.98264809
627,-96.95525258
628,-99.75793604
629,-99.62445156
630,-97.86029107
631,-97.15817609
632,4.557262241
633,6.041782325
634,5.826015216
635,9.551390955
636,9.020543863
637,12.85316432
638,15.06144316
639,15.82021893
640,17.87011604
641,19.89420377
642,21.95913834
643,22.55174681
644,24.10891878
645,26.77910317
646,26.18553113
647,28.30232579
648,30.20480877
649,33.13754838
650,34.77816777
651,36.9791697
652,37.34690691
653,38.91078044
654,39.80653854
655,41.07938565
656,43.09552407
657,45.53952764
658,47.84999082
659,49.46885964
660,48.75583349
661,50.94598936
662,52.63217357
663,55.32730986
664,56.59745076
665,58.87124119
666,59.86532666
667,60.34187288
668,62.42782534
669,63.1323617
670,65.16534574
671,66.53139404
672,67.00683836
673,68.71025957
674,70.7999204
675,70.22714816
676,71.36324511
677,72.26961111
678,76.02716105
679,75.72301994
680,78.24059191
681,78.74649676
682,79.8709961
683,78.93922968
684,81.66097913
685,81.01725493
686,83.3622401
687,85.11849425
688,83.94953556
689,85.38375211
690,86.55059848
691,87.09206723
692,88.51071017
693,90.67569741
694,89.96299357
695,91.01540835
696,92.1894803
697,92.17980864
698,94.64746283
699,95.67928484
700,94.18631732
701,95.35856818
702,97.4994982
703,96.55191508
704,97.22424307
705,97.41798601
706,99.21906128
707,99.60131643
708,99.98955294
709,99.22421649
710,99.9916284
711,98.68432652
712,98.78477295
713,100.8530559
714,99.8254851
715,101.8698206
716,100.8431609
717,101.1842775
718,102.4101076
719,100.4884519
720,101.8585545
721,101.42444
722,100.3868357
723,100.9697984
724,99.98261007
725,100.2572357
726,101.0431595
727,101.6401034
728,99.8334693
729,100.4796245
730,101.6558085
731,100.6098498
732,98.94563258
733,100.4849279
734,98.01544999
735,98.68021722
736,98.57031101
737,98.80073954
738,96.06716994
739,95.84102138
740,96.80876916
741,95.07993748
742,94.09602744
743,94.42004339
744,92.72816539
745,91.47726168
746,93.47584061
747,92.27470853
748,91.37013819
749,91.22185191
750,88.68198007
751,89.59188096
752,86.41687685
753,86.41782049
754,84.04531137
755,83.88009413
756,84.72766099
757,81.67036356
758,80.59454709
759,81.60084267
760,80.00084253
761,77.04409461
762,76.29813576
763,74.59161468
764,75.45198697
765,74.11321336
766,73.07443104
767,71.98315002
768,68.62838422
769,68.45980418
770,67.09025357
771,64.70696295
772,65.30337888
773,61.91698577
774,63.11307419
775,60.9264736
776,59.81096485
777,56.13781542
778,56.02091378
779,55.80614696
780,52.19182951
781,51.69878026
782,50.00667404
783,46.95784318
784,46.12652602
785,45.91838702
786,43.53997859
787,41.67213656
788,41.8296933
789,38.88679288
790,38.76972326
791,35.65466723
792,34.87123708
793,33.86159833
794,30.76439908
795,28.44364206
796,27.27612652
797,27.18785353
798,23.79487147
799,22.98440795
800,21.23395285
801,18.2470093
802,15.76566391
803,13.98057454
804,12.32264006
805,11.62997298
806,10.89591314
807,9.628467641
808,5.317688235
809,5.763610007
810,2.84002963
811,1.172750066
812,-0.580926215
813,-1.402039131
814,-4.37928606
815,-4.604148977
816,-7.917577988
817,-10.31687622
818,-11.97665254
819,-11.32759927
820,-13.41069018
821,-15.96981857
822,-18.52910728
823,-18.41783129
824,-19.96645076
825,-22.44026739
826,-25.13769454
827,-26.71893609
828,-26.46395634
829,-29.30548385
830,-30.5849209
831,-32.1204461
832,-33.76969838
833,-36.25070396
834,-38.79609282
835,-40.0285803
836,-40.11606522
837,-43.78839344
838,-44.16743101
839,-44.80693581
840,-46.06154126
841,-47.20886551
842,-50.48499125
843,-50.72535116
844,-53.73954167
845,-55.75655359
846,-56.22580222
847,-57.53086246
848,-58.99833019
849,-60.55455193
850,-62.00626632
851,-61.48612034
852,-65.33622372
853,-63.98460704
854,-65.82274922
855,-66.60832803
856,-69.24429681
857,-71.07056361
858,-71.51541878
859,-73.88570954
860,-74.6830564
861,-73.9103388
862,-75.57877716
863,-78.44870965
864,-78.94006418
865,-80.35481855
866,-81.04096023
867,-82.0295741
868,-83.04224312
869,-81.94164119
870,-84.63876478
871,-86.55665346
872,-85.22961247
873,-87.55765269
874,-87.92649325
875,-88.39871967
876,-87.73645159
877,-89.42588849
878,-89.27409223
879,-91.59977882
880,-91.27140363
881,-93.79125871
882,-93.93368981
883,-93.4263103
884,-93.13978522
885,-96.11368069
886,-94.48352426
887,-94.68655661
888,-96.90937838
889,-96.66822743
890,-95.99438471
891,-96.57543461
892,-95.8852374
893,-97.19892676
894,-97.20607138
895,-98.24883369
896,-98.42955114
897,-98.67616941
898,-99.850013
899,-97.93751105
900,-97.33936117
901,-98.26725224
902,-97.00906338
903,-97.17349162
904,-99.07794031
905,-98.34540594
906,-98.06663156
907,-97.62082367
908,-96.64489824
909,-98.73472398
910,-96.36468269
911,-96.077737
912,-95.26558528
913,-95.41673191
914,-97.16377994
915,-95.44869648
916,-94.88212523
917,-95.60890555
918,-93.87822008
919,-94.8725388
920,-92.63641545
921,-92.46626805
922,-91.84544925
923,-89.73682503
924,-89.14969004
925,-89.65426425
926,-88.0813272
927,-89.0087386
928,-88.42375047
929,-86.69443353
930,-84.57144172
931,-85.16930121
932,-85.61572465
933,-84.29397043
934,-81.65355762
935,-82.05037724
936,-81.77122548
937,-80.83608448
938,-76.95741841
939,-77.04288035
940,-75.84003484
941,-75.83014016
942,-75.18549952
943,-71.46979291
944,-70.94394957
945,-69.39887794
946,-69.74194727
947,-68.39905308
948,-66.91818242
949,-65.81458902
950,-62.84681916
951,-63.80906089
952,-61.60571844
953,-60.68693476
954,-59.30887433
955,-55.81349876
956,-57.24828709
957,-53.6521751
958,-53.57254556
959,-51.60235815
960,-49.58811565
961,-47.31688648
962,-48.00335774
963,-44.86250921
964,-43.97138893
965,-41.76882462
966,-41.63093985
967,-39.70384579
968,-36.82734879
969,-35.18340437
970,-33.729911
971,-32.53598243
972,-30.38622208
973,-27.92634115
974,-26.68630308
975,-24.91567708
976,-24.3946768
977,-24.0813179
978,-21.57081633
979,-19.11659724
980,-18.88926171
981,-15.51611221
982,-14.72008635
983,-12.06074287
984,-9.796293554
985,-9.441438902
986,-6.413274261
987,-6.294785845
988,-4.240913158
989,-2.913832484
990,0.5763259835
991,1.105221633
992,3.031458822
993,4.11278403
994,8.176335356
995,8.460868337
996,9.791281036
997,12.77262881
998,14.07378282
999,15.49754145
1000,18.35566815
1001,17.4306527
1002,19.34270147
1003,23.00817965
1004,23.11153447
1005,24.98008616
1006,26.02910045
1007,28.92788608
1008,29.98334084
1009,33.51451495
1010,34.85795635
1011,34.59122137
1012,38.74592903
1013,38.15948727
1014,39.0969809
1015,41.8062993
1016,44.12491542
1017,44.75783496
1018,47.57579206
1019,49.08586541
1020,49.2628598
1021,50.35582075
1022,53.91673112
1023,53.92534054
1024,57.35891867
1025,56.03390434
1026,59.184936
1027,61.41136787
1028,62.11293128
1029,61.56634791
1030,64.41039935
1031,66.68170651
1032,66.02188223
1033,69.67806331
1034,70.77360437
1035,69.83836901
1036,72.58742481
1037,73.29503144
1038,75.67895206
1039,75.84070424
1040,76.09764168
1041,79.15630518
1042,78.46655812
1043,79.67368419
1044,82.84446242
1045,81.47103585
1046,84.13311629
1047,85.69895443
1048,86.43014849
1049,85.96314379
1050,86.14639165
1051,88.55226603
1052,89.2020002
1053,89.6491834
1054,89.2455243
1055,92.25070979
1056,90.83393003
1057,92.04163143
1058,94.02069303
1059,94.31672784
1060,95.64679174
1061,95.16025884
1062,96.0608019
1063,97.71318404
1064,97.42634423
1065,98.76842502
1066,97.54672475
1067,98.21482856
1068,98.25847336
1069,100.6290637
1070,98.35025567
1071,99.51629579
1072,101.2557858
1073,99.2968081
1074,101.9752838
1075,100.895331
1076,99.99793308
1077,102.0281361
1078,102.047825
1079,102.6122458
1080,100.0500126
1081,102.8005899
1082,101.5254145
1083,101.4326553
1084,102.05914
1085,101.1850625
1086,102.3539763
1087,99.71035721
1088,99.65877403
1089,100.9118143
1090,98.9516582
1091,101.3607664
1092,99.73362113
1093,98.41132094
1094,99.64423307
1095,99.7926224
1096,98.51493764
1097,97.39522661
1098,98.01553933
1099,95.44674538
1100,96.48678949
1101,96.67061147
1102,96.06904642
1103,94.01541525
1104,92.18832287
1105,91.85245925
1106,92.1230013
1107,91.68451041
1108,90.6953399
1109,89.45464133
1110,87.48172807
1111,88.8528402
1112,85.85646681
1113,85.99891316
1114,85.13951989
1115,83.73916596
1116,83.24494407
1117,83.28434948
1118,81.0811799
1119,79.08720561
1120,79.26655973
1121,76.80632354
1122,76.14463598
1123,76.82247507
1124,73.93749
1125,74.50456549
1126,70.90616866
1127,71.00212139
1128,70.51280317
1129,67.55401541
1130,66.63766318
1131,64.72996065
1132,63.40712491
1133,62.79011539
1134,63.06790862
1135,59.88373462
1136,59.70345573
1137,56.58186524
1138,56.45633921
1139,54.52015778
1140,53.99437329
1141,52.53139651
1142,51.35772675
1143,49.68563028
1144,46.34184431
1145,45.28799797
1146,43.42020148
1147,41.06654652
1148,40.77761372
1149,39.01745685
1150,36.6165967
1151,35.46293367
1152,32.99562996
1153,32.66425948
1154,30.46047812
1155,29.46271099
1156,26.71120838
1157,25.08462334
1158,25.00333748
1159,22.93116258
1160,21.57862668
1161,18.41251491
1162,17.74829629
1163,15.01127405
1164,12.56958797
1165,12.64873436
1166,10.04828304
1167,7.255385333
1168,7.319480369
1169,4.434830188
1170,3.083015268
1171,2.277169082
1172,0.1466029271
1173,-1.71096388
1174,-4.870766952
1175,-4.074752812
1176,-5.758478752
1177,-8.759399479
1178,-9.447499841
1179,-13.56418706
1180,-15.09054312
1181,-15.1981888
1182,-18.24349605
1183,-18.67856764
1184,-21.27189186
1185,-21.43630443
1186,-24.77284553
1187,-26.10324985
1188,-27.94345849
1189,-29.6081924
1190,-30.19610139
1191,-32.67086641
1192,-34.50221528
1193,-34.76730876
1194,-37.60046678
1195,-39.06666002
1196,-39.32150476
1197,-41.08045878
1198,-43.42758186
1199,-45.89590085
1200,-47.93642962
1201,-49.91273979
1202,-51.36864223
1203,-51.20094319
1204,-53.52819394
1205,-54.62745783
1206,-56.67646487
1207,-58.15317089
1208,-58.49929467
1209,-60.51620882
1210,-60.38024745
1211,-63.4390261
1212,-62.79572189
1213,-66.52138641
1214,-65.3311527
1215,-68.80951174
1216,-69.9028329
1217,-71.31669666
1218,-72.35548066
1219,-73.36900361
1220,-75.1183236
1221,-73.87083301
1222,-77.04707488
1223,-77.44190183
1224,-77.78872895
1225,-78.83528267
1226,-79.89174101
1227,-81.27459885
1228,-81.68514093
1229,-82.96930766
1230,-83.48384075
1231,-85.40543545
1232,-85.58934113
1233,-87.34346331
1234,-86.56885471
1235,-89.26676137
1236,-90.46330322
1237,-90.24758764
1238,-90.52559191
1239,-91.47091267
1240,-91.28302737
1241,-91.57001498
1242,-91.687857
1243,-92.27586402
1244,-93.73192755
1245,-95.91183852
1246,-95.59776703
1247,-94.92650849
1248,-95.46950021
1249,-94.85336593
1250,-95.88154534
1251,-97.92396348
1252,-97.6177597
1253,-98.599482
1254,-97.94350045
1255,-97.78799584
1256,-99.44093604
1257,-98.6964552
1258,-99.08503219
1259,-97.54660645
1260,-97.93318568
1261,-99.63479204
1262,-97.97288969
1263,-97.01200752
1264,-97.17457572
1265,-97.93106606
1266,-97.60453876
1267,-98.883673
1268,-98.86735937
1269,-96.71621718
1270,-98.04837899
1271,-95.85683742
1272,-97.42256805
1273,-96.94863858
1274,-95.27268399
1275,-96.20876344
1276,-96.33120366
1277,-94.11743736
1278,-95.31952085
1279,-93.78529391
1280,-94.32482212
1281,-92.70457729
1282,-91.92853789
1283,-89.91665021
1284,-91.00705794
1285,-89.73418028
1286,-89.47039199
1287,-88.55413317
1288,-87.22064634
1289,-86.45308564
1290,-86.71072175
1291,-83.83832846
1292,-84.40375785
1293,-82.55883516
1294,-82.4929523
1295,-81.38461461
1296,-81.58496915
1297,-80.41957251
1298,-78.90185335
1299,-77.80321507
1300,-76.46794884
1301,-74.41491713
1302,-73.84965349
1303,-72.35873428
1304,-71.2649492
1305,-71.86769068
1306,-69.31264728
1307,-69.21805903
1308,-67.55244802
1309,-66.03344787
1310,-62.63861336
1311,-62.43570629
1312,-61.44279603
1313,-59.26807993
1314,-58.44399656
1315,-58.68213949
1316,-54.79248218
1317,-55.80333291
1318,-52.6246882
1319,-50.73327466
1320,-50.00063539
1321,-47.52590116
1322,-45.91537181
1323,-44.90834018
1324,-45.19064239
1325,-42.77782675
1326,-40.24978607
1327,-38.9684506
1328,-37.21326578
1329,-35.47425825
1330,-34.89788673
1331,-32.4697007
1332,-31.9614065
1333,-28.76918846
1334,-27.98577475
1335,-27.20227992
1336,-24.94466234
1337,-22.09061578
1338,-20.54038945
1339,-18.141054
1340,-17.9360906
1341,-16.61364049
1342,-14.64334806
1343,-11.28325541
1344,-10.77409344
1345,-10.14332913
1346,-6.626946963
1347,-4.855369119
1348,-4.079099214
1349,-0.9387510889
1350,-0.5002216346
1351,2.366003501
1352,3.272276522
1353,5.77458978
1354,8.045903644
1355,7.455575605
1356,10.58365006
1357,10.98463401
1358,12.63796443
1359,15.7241768
1360,16.45842054
1361,17.61734142
1362,21.83375583
1363,21.61655911
1364,23.07324675
1365,25.47377816
1366,26.08065497
1367,29.76414242
1368,31.36823546
1369,32.20670976
1370,33.96240514
1371,34.79069052
1372,38.8023697
1373,39.66662615
1374,41.98591652
1375,41.26871474
1376,43.80219788
1377,44.79380215
1378,45.56100636
1379,47.86795404
1380,49.1050457
1381,51.42342801
1382,52.32111904
1383,54.22458833
1384,54.86500609
1385,57.90502371
1386,59.52193296
1387,59.39089372
1388,62.65070405
1389,64.31528098
1390,62.93737844
1391,66.8998554
1392,68.31832599
1393,69.26515534
1394,69.44895893
1395,71.49780651
1396,73.19164478
1397,74.8674621
1398,74.3943832
1399,74.46046841
1400,76.02276398
1401,79.34040878
1402,79.70538628
1403,79.11381946
1404,80.8430481
1405,80.9754259
1406,82.92223072
1407,85.73102741
1408,86.04319567
1409,85.79433867
1410,88.32374954
1411,89.37023247
1412,89.84465672
1413,91.16135195
1414,90.65690894
1415,90.45527525
1416,92.7415867
1417,92.89949861
1418,94.28873487
1419,92.98251574
1420,93.50327178
1421,94.08913441
1422,97.03606625
1423,97.1616976
1424,95.93145235
1425,98.69773911
1426,98.45496408
1427,99.06736293
1428,99.76521462
1429,98.50571537
1430,100.9917234
1431,98.48963172
1432,99.91811154
1433,101.4520556
1434,101.1113015
1435,99.62921029
1436,101.6179164
1437,102.5266771
1438,102.3265941
1439,100.5813022
1440,101.9989058
1441,101.6829063
1442,102.9533574
1443,100.6966462
1444,101.2698106
1445,100.93402
1446,100.4106919
1447,101.8952133
1448,101.7475634
1449,100.8319353
1450,98.97587152
1451,99.83914747
1452,99.80771828
1453,98.9040661
1454,98.08491616
1455,99.5463418
1456,97.15690515
1457,98.34604544
1458,97.54667779
1459,97.54459358
1460,96.78092751
1461,95.33344305
1462,95.40832257
1463,94.02858928
1464,94.46410215
1465,92.72478527
1466,92.67396163
1467,92.68802409
1468,90.91118401
1469,89.68111726
1470,88.63579988
1471,87.9249644
1472,87.23270803
1473,86.82402415
1474,86.22853884
1475,85.07211856
1476,82.87782573
1477,82.99445923
1478,81.56288678
1479,80.96098367
1480,78.01570545
1481,77.45890706
1482,77.63289779
1483,75.76989264
1484,75.87730452
1485,74.53733803
1486,72.1244775
1487,70.50678976
1488,69.67381922
1489,67.0990916
1490,68.27876004
1491,65.75011751
1492,64.40635572
1493,62.18825543
1494,61.88418001
1495,61.38350249
1496,59.17335991
1497,58.19928525
1498,56.6849283
1499,54.0159833
1500,53.46808644
1501,52.52654368
1502,49.80109925
1503,47.57932736
1504,46.43787743
1505,45.45811194
1506,43.15720271
1507,43.2375381
1508,40.15026636
1509,39.27466105
1510,38.41083367
1511,34.23096056
1512,32.57791258
1513,31.04834788
1514,30.46215631
1515,28.6084453
1516,28.27511481
1517,26.51463024
1518,24.30748034
1519,21.97583734
1520,21.57314554
1521,19.61157663
1522,16.776571
1523,15.40761172
1524,12.56988733
1525,11.84667445
1526,11.56345393
1527,8.53077942
1528,7.231248229
1529,4.560321095
1530,1.924342588
1531,0.4962456992
1532,-1.442427953
1533,-1.591888273
1534,-2.526068278
1535,-5.897395209
1536,-6.002246258
1537,-9.019283026
1538,-10.33732981
1539,-11.26908947
1540,-12.8829881
1541,-14.57942561
1542,-17.23725857
1543,-19.01373229
1544,-22.05873864
1545,-21.82120435
1546,-24.47065215
1547,-24.9768571
1548,-26.58822731
1549,-28.31637664
1550,-30.86348728
1551,-32.54390159
1552,-35.01170261
1553,-36.33655182
1554,-38.48701946
1555,-38.47379233
1556,-40.36292234
1557,-43.81717039
1558,-44.17608683
1559,-45.19428466
1560,-45.7678452
1561,-49.89085863
1562,-50.44205358
1563,-51.82044017
1564,-54.21586914
1565,-55.26960729
1566,-55.51320924
1567,-57.85782014
1568,-59.10997025
1569,-59.40854345
1570,-61.33407659
1571,-62.40841621
1572,-64.62885229
1573,-66.69363412
1574,-67.35996018
1575,-67.71003868
1576,-68.76722557
1577,-70.86148289
1578,-72.89420221
1579,-73.00882464
1580,-75.15959253
1581,-76.48144797
1582,-75.53299564
1583,-78.08972489
1584,-79.43842313
1585,-78.60863339
1586,-81.00623546
1587,-82.27127527
1588,-81.92936346
1589,-84.650873
